Query Name	Rank	TF	Score	Library	Overlapping_Genes
adipose - post-fed reversed, down	314	CTCFL	463.6	ARCHS4 Coexpression,1155;ENCODE ChIP-seq,85;Enrichr Queries,833;ReMap ChIP-seq,40;GTEx Coexpression,205	CCDC88B,NEURL4,ATP8B3,WDR90,NDUFA4L2,EML3
adipose - post-fed reversed, down	315	ZNF251	466.7	ARCHS4 Coexpression,601;Enrichr Queries,570;GTEx Coexpression,229	NEURL4
adipose - post-fed reversed, down	316	ESR2	466.8	Literature ChIP-seq,145;ARCHS4 Coexpression,1446;Enrichr Queries,502;ReMap ChIP-seq,152;GTEx Coexpression,89	CCDC88B,SECISBP2,WDR90
adipose - post-fed reversed, down	317	HIVEP3	467.0	ARCHS4 Coexpression,430;Enrichr Queries,803;GTEx Coexpression,168	CDC42BPG,MLLT6
adipose - post-fed reversed, down	318	ZNF212	468.7	ARCHS4 Coexpression,571;Enrichr Queries,227;GTEx Coexpression,608	CCDC88B
adipose - post-fed reversed, down	319	ZNF541	468.7	ARCHS4 Coexpression,1068;Enrichr Queries,53;GTEx Coexpression,285	ATP8B3,NDUFA4L2
adipose - post-fed reversed, down	320	ATF6	469.0	ARCHS4 Coexpression,705;Enrichr Queries,194;GTEx Coexpression,508	
adipose - post-fed reversed, down	321	ETV3	469.3	ARCHS4 Coexpression,864;Enrichr Queries,190;GTEx Coexpression,354	CDC42BPG
adipose - post-fed reversed, down	322	SREBF1	470.2	Literature ChIP-seq,136;ARCHS4 Coexpression,224;ENCODE ChIP-seq,87;Enrichr Queries,791;ReMap ChIP-seq,131;GTEx Coexpression,1452	NEURL4,WDR90,CDC42BPG,NDUFA4L2,EML3
adipose - post-fed reversed, down	323	GFI1B	470.2	Literature ChIP-seq,108;ARCHS4 Coexpression,1492;Enrichr Queries,136;ReMap ChIP-seq,44;GTEx Coexpression,571	CCDC88B,ATP8B3,WDR90,NDUFA4L2,MLLT6
adipose - post-fed reversed, down	324	MYCN	470.4	Literature ChIP-seq,61;ARCHS4 Coexpression,1080;Enrichr Queries,848;ReMap ChIP-seq,133;GTEx Coexpression,230	NEURL4,WDR90,KIAA0753,LLGL1,EML3
adipose - post-fed reversed, down	325	NFYB	471.4	ARCHS4 Coexpression,371;ENCODE ChIP-seq,102;Enrichr Queries,234;ReMap ChIP-seq,87;GTEx Coexpression,1563	CCDC88B,NEURL4,CDC42BPG,EML3
adipose - post-fed reversed, down	326	ZSCAN5C	471.7	ARCHS4 Coexpression,1004;Enrichr Queries,4;GTEx Coexpression,407	ATP8B3,NFATC4
adipose - post-fed reversed, down	327	SRF	472.5	Literature ChIP-seq,125;ARCHS4 Coexpression,543;ENCODE ChIP-seq,15;Enrichr Queries,633;ReMap ChIP-seq,41;GTEx Coexpression,1478	AHCTF1,NEURL4,SECISBP2,CDC42BPG,WDR90,KIAA0753,REXO4,EML3,MLLT6
adipose - post-fed reversed, down	328	ZNF337	472.7	ARCHS4 Coexpression,507;Enrichr Queries,222;GTEx Coexpression,689	NEURL4
adipose - post-fed reversed, down	329	ZBTB39	473.0	ARCHS4 Coexpression,716;Enrichr Queries,369;GTEx Coexpression,334	PIGV
adipose - post-fed reversed, down	330	ZBTB22	473.3	ARCHS4 Coexpression,46;Enrichr Queries,686;GTEx Coexpression,688	NEURL4,EML3,MLLT6
adipose - post-fed reversed, down	331	ZNF592	473.5	ARCHS4 Coexpression,15;Enrichr Queries,380;ReMap ChIP-seq,290;GTEx Coexpression,1209	CCDC88B,NEURL4,EML3,MLLT6
adipose - post-fed reversed, down	332	ZNF157	473.7	ARCHS4 Coexpression,639;Enrichr Queries,316;GTEx Coexpression,466	
adipose - post-fed reversed, down	333	ZSCAN25	474.0	ARCHS4 Coexpression,522;GTEx Coexpression,426	CCDC88B
adipose - post-fed reversed, down	334	ZNF394	474.3	ARCHS4 Coexpression,362;Enrichr Queries,217;GTEx Coexpression,844	CCDC88B
adipose - post-fed reversed, down	335	ZXDA	474.3	ARCHS4 Coexpression,419;Enrichr Queries,521;GTEx Coexpression,483	MLLT6
adipose - post-fed reversed, down	336	TAL1	477.0	Literature ChIP-seq,23;ARCHS4 Coexpression,1431;ENCODE ChIP-seq,6;Enrichr Queries,775;ReMap ChIP-seq,249;GTEx Coexpression,378	CCDC88B,AHCTF1,ATP8B3,SECISBP2,HPS1,PIGV,EML3
adipose - post-fed reversed, down	337	ZNF133	477.0	ARCHS4 Coexpression,708;Enrichr Queries,611;GTEx Coexpression,112	NEURL4
adipose - post-fed reversed, down	338	IRF2	477.8	ARCHS4 Coexpression,573;Enrichr Queries,268;ReMap ChIP-seq,86;GTEx Coexpression,984	CCDC88B,WDR90,PIGV,EML3
adipose - post-fed reversed, down	339	GMEB2	478.3	ARCHS4 Coexpression,47;Enrichr Queries,291;GTEx Coexpression,1097	NEURL4,EML3,MLLT6
adipose - post-fed reversed, down	340	OVOL2	478.5	ARCHS4 Coexpression,455;Enrichr Queries,839;ReMap ChIP-seq,295;GTEx Coexpression,325	CDC42BPG
adipose - post-fed reversed, down	341	ZNF800	478.7	ARCHS4 Coexpression,93;Enrichr Queries,95;GTEx Coexpression,1248	AHCTF1,SECISBP2,LLGL1
adipose - post-fed reversed, down	342	ZKSCAN5	478.7	ARCHS4 Coexpression,301;Enrichr Queries,25;GTEx Coexpression,1110	AHCTF1,ATP8B3
adipose - post-fed reversed, down	343	ZNF135	480.0	ARCHS4 Coexpression,990;Enrichr Queries,236;GTEx Coexpression,214	NEURL4
adipose - post-fed reversed, down	344	ZNF19	480.0	ARCHS4 Coexpression,1130;Enrichr Queries,41;GTEx Coexpression,269	WDR90
adipose - post-fed reversed, down	345	NR2F6	480.5	ARCHS4 Coexpression,538;Enrichr Queries,482;ReMap ChIP-seq,120;GTEx Coexpression,782	CCDC88B,WDR90,CDC42BPG,MLLT6
adipose - post-fed reversed, down	346	ZNF681	481.3	ARCHS4 Coexpression,600;Enrichr Queries,287;GTEx Coexpression,557	NEURL4
adipose - post-fed reversed, down	347	NR1H2	481.5	ARCHS4 Coexpression,118;Enrichr Queries,384;ReMap ChIP-seq,111;GTEx Coexpression,1313	WDR90,HPS1,NDUFA4L2,EML3
adipose - post-fed reversed, down	348	FOXF2	483.0	ARCHS4 Coexpression,184;Enrichr Queries,933;GTEx Coexpression,332	NEURL4,KIAA0753,NFATC4
adipose - post-fed reversed, down	349	DUX4	483.5	ARCHS4 Coexpression,683;ReMap ChIP-seq,284	
adipose - post-fed reversed, down	350	MAFK	484.0	ARCHS4 Coexpression,50;ENCODE ChIP-seq,40;Enrichr Queries,805;ReMap ChIP-seq,184;GTEx Coexpression,1341	CCDC88B,NEURL4,SECISBP2,PIGV,EML3,MLLT6
adipose - post-fed reversed, down	351	BAZ2B	484.3	ARCHS4 Coexpression,1040;Enrichr Queries,263;GTEx Coexpression,150	SECISBP2
adipose - post-fed reversed, down	352	FOXQ1	484.7	ARCHS4 Coexpression,462;Enrichr Queries,794;GTEx Coexpression,198	CDC42BPG
adipose - post-fed reversed, down	353	ZNF98	485.0	ARCHS4 Coexpression,384;Enrichr Queries,314;GTEx Coexpression,757	NEURL4
adipose - post-fed reversed, down	354	IRF1	485.0	Literature ChIP-seq,147;ARCHS4 Coexpression,504;ENCODE ChIP-seq,78;Enrichr Queries,1242;ReMap ChIP-seq,177;GTEx Coexpression,762	CCDC88B,ATP8B3,CDC42BPG,SECISBP2,HPS1,KIAA0753,EML3
adipose - post-fed reversed, down	355	ZHX1	485.3	ARCHS4 Coexpression,438;Enrichr Queries,284;ReMap ChIP-seq,20;GTEx Coexpression,1199	CCDC88B,ATP8B3,CDC42BPG,WDR90,EML3,MLLT6
adipose - post-fed reversed, down	356	SGSM2	486.0	ARCHS4 Coexpression,100;GTEx Coexpression,872	NEURL4,MLLT6
adipose - post-fed reversed, down	357	HIC1	486.7	ARCHS4 Coexpression,364;Enrichr Queries,973;GTEx Coexpression,123	NFATC4
adipose - post-fed reversed, down	358	ZNF526	487.3	ARCHS4 Coexpression,252;Enrichr Queries,173;GTEx Coexpression,1037	ATP8B3
adipose - post-fed reversed, down	359	TMF1	487.5	ARCHS4 Coexpression,914;GTEx Coexpression,61	AHCTF1
adipose - post-fed reversed, down	360	TRAFD1	487.7	ARCHS4 Coexpression,412;Enrichr Queries,407;GTEx Coexpression,644	CCDC88B
adipose - post-fed reversed, down	361	IRF6	488.3	ARCHS4 Coexpression,545;Enrichr Queries,653;GTEx Coexpression,267	CDC42BPG
adipose - post-fed reversed, down	362	PBX1	488.8	Literature ChIP-seq,117;ARCHS4 Coexpression,811;Enrichr Queries,857;GTEx Coexpression,170	NDUFA4L2,NFATC4
adipose - post-fed reversed, down	363	ZNF710	489.7	ARCHS4 Coexpression,70;Enrichr Queries,288;GTEx Coexpression,1111	CCDC88B,NEURL4,MLLT6
adipose - post-fed reversed, down	364	NKX63	490.5	ARCHS4 Coexpression,89;GTEx Coexpression,892	CDC42BPG,LLGL1
adipose - post-fed reversed, down	365	ZNF700	490.7	ARCHS4 Coexpression,102;Enrichr Queries,86;GTEx Coexpression,1284	CCDC88B,AHCTF1,LLGL1
adipose - post-fed reversed, down	366	PRDM4	491.0	ARCHS4 Coexpression,263;Enrichr Queries,729;GTEx Coexpression,481	NEURL4
adipose - post-fed reversed, down	367	USF2	491.2	ARCHS4 Coexpression,42;ENCODE ChIP-seq,51;Enrichr Queries,628;ReMap ChIP-seq,140;GTEx Coexpression,1595	CCDC88B,NEURL4,WDR90,SECISBP2,HPS1,MLLT6,EML3
adipose - post-fed reversed, down	368	ZNF644	491.3	ARCHS4 Coexpression,303;Enrichr Queries,16;ReMap ChIP-seq,260;GTEx Coexpression,1386	AHCTF1,EML3
adipose - post-fed reversed, down	369	CENPB	492.3	ARCHS4 Coexpression,282;Enrichr Queries,1131;GTEx Coexpression,64	NEURL4,LLGL1
adipose - post-fed reversed, down	370	GTF2IRD2	492.3	ARCHS4 Coexpression,1175;Enrichr Queries,123;GTEx Coexpression,179	NFATC4
adipose - post-fed reversed, down	371	STAT1	493.5	Literature ChIP-seq,72;ARCHS4 Coexpression,1023;ENCODE ChIP-seq,77;Enrichr Queries,917;ReMap ChIP-seq,147;GTEx Coexpression,725	CCDC88B,CDC42BPG,WDR90,KIAA0753,EML3
adipose - post-fed reversed, down	372	ZNF324B	494.0	ARCHS4 Coexpression,440;GTEx Coexpression,548	NEURL4
adipose - post-fed reversed, down	373	IRX5	494.3	ARCHS4 Coexpression,508;Enrichr Queries,654;GTEx Coexpression,321	CDC42BPG
adipose - post-fed reversed, down	374	SOX21	494.3	ARCHS4 Coexpression,221;Enrichr Queries,964;GTEx Coexpression,298	CDC42BPG,LLGL1,NFATC4
adipose - post-fed reversed, down	375	SETDB2	495.0	ARCHS4 Coexpression,1287;Enrichr Queries,183;GTEx Coexpression,15	SECISBP2,WDR90
adipose - post-fed reversed, down	376	ERF	498.7	ARCHS4 Coexpression,557;Enrichr Queries,688;GTEx Coexpression,251	NEURL4,EML3
adipose - post-fed reversed, down	377	XBP1	499.3	ARCHS4 Coexpression,490;Enrichr Queries,786;ReMap ChIP-seq,219;GTEx Coexpression,502	CCDC88B,CDC42BPG
adipose - post-fed reversed, down	378	ZNF451	499.3	ARCHS4 Coexpression,1437;Enrichr Queries,55;GTEx Coexpression,6	AHCTF1,SECISBP2,WDR90
adipose - post-fed reversed, down	379	NKX32	501.5	ARCHS4 Coexpression,469;GTEx Coexpression,534	NFATC4
adipose - post-fed reversed, down	380	MSANTD4	502.5	ARCHS4 Coexpression,929;GTEx Coexpression,76	EML3
adipose - post-fed reversed, down	381	ELF3	503.5	ARCHS4 Coexpression,515;Enrichr Queries,692;ReMap ChIP-seq,175;GTEx Coexpression,632	CDC42BPG,NFATC4
adipose - post-fed reversed, down	382	CPEB1	504.5	ARCHS4 Coexpression,747;GTEx Coexpression,262	LLGL1
adipose - post-fed reversed, down	383	ZNF790	504.7	ARCHS4 Coexpression,586;Enrichr Queries,432;GTEx Coexpression,496	NEURL4
adipose - post-fed reversed, down	384	SALL1	505.0	Literature ChIP-seq,25;ARCHS4 Coexpression,531;Enrichr Queries,925;GTEx Coexpression,539	AHCTF1,LLGL1
adipose - post-fed reversed, down	385	E2F7	506.2	Literature ChIP-seq,161;ARCHS4 Coexpression,1241;Enrichr Queries,468;ReMap ChIP-seq,212;GTEx Coexpression,449	CDC42BPG
adipose - post-fed reversed, down	386	TCF21	506.3	Literature ChIP-seq,32;ARCHS4 Coexpression,322;Enrichr Queries,873;GTEx Coexpression,798	CCDC88B,CDC42BPG,NDUFA4L2,NFATC4
adipose - post-fed reversed, down	387	RBPJ	506.6	Literature ChIP-seq,112;ARCHS4 Coexpression,103;Enrichr Queries,769;ReMap ChIP-seq,48;GTEx Coexpression,1501	CCDC88B,NEURL4,SECISBP2,CDC42BPG,WDR90,EML3
adipose - post-fed reversed, down	388	FOXP1	506.6	Literature ChIP-seq,16;ARCHS4 Coexpression,1235;Enrichr Queries,752;ReMap ChIP-seq,252;GTEx Coexpression,278	AHCTF1,NEURL4,ATP8B3,SECISBP2,WDR90,KIAA0753,NDUFA4L2,NFATC4
adipose - post-fed reversed, down	389	FOXO6	506.7	ARCHS4 Coexpression,577;Enrichr Queries,768;GTEx Coexpression,175	NEURL4,CDC42BPG
adipose - post-fed reversed, down	390	ZNF74	508.0	ARCHS4 Coexpression,692;Enrichr Queries,624;GTEx Coexpression,208	NEURL4
adipose - post-fed reversed, down	391	HES7	508.0	ARCHS4 Coexpression,674;Enrichr Queries,486;GTEx Coexpression,364	CCDC88B
adipose - post-fed reversed, down	392	SOX13	508.5	ARCHS4 Coexpression,74;Enrichr Queries,602;ReMap ChIP-seq,233;GTEx Coexpression,1125	CDC42BPG,WDR90,LLGL1,MLLT6
adipose - post-fed reversed, down	393	CEBPZ	508.6	ARCHS4 Coexpression,805;ENCODE ChIP-seq,110;Enrichr Queries,343;ReMap ChIP-seq,276;GTEx Coexpression,1009	
adipose - post-fed reversed, down	394	CEBPB	509.0	Literature ChIP-seq,10;ARCHS4 Coexpression,1042;ENCODE ChIP-seq,43;Enrichr Queries,824;ReMap ChIP-seq,227;GTEx Coexpression,908	CCDC88B,AHCTF1,NEURL4,SECISBP2,WDR90,KIAA0753,PIGV,REXO4
adipose - post-fed reversed, down	395	THAP1	509.0	ARCHS4 Coexpression,572;ENCODE ChIP-seq,42;Enrichr Queries,1038;ReMap ChIP-seq,61;GTEx Coexpression,832	CCDC88B,NEURL4,ATP8B3,CDC42BPG,WDR90,HPS1,PIGV
adipose - post-fed reversed, down	396	ZBTB34	510.7	ARCHS4 Coexpression,561;Enrichr Queries,318;GTEx Coexpression,653	CCDC88B
adipose - post-fed reversed, down	397	ZNF226	511.0	ARCHS4 Coexpression,265;Enrichr Queries,135;GTEx Coexpression,1133	NEURL4
adipose - post-fed reversed, down	398	DEAF1	511.5	ARCHS4 Coexpression,231;Enrichr Queries,972;ReMap ChIP-seq,215;GTEx Coexpression,628	NEURL4,EML3
adipose - post-fed reversed, down	399	RELB	513.8	ARCHS4 Coexpression,185;Enrichr Queries,684;ReMap ChIP-seq,173;GTEx Coexpression,1013	CCDC88B,NEURL4,PIGV,EML3
adipose - post-fed reversed, down	400	ZEB2	514.0	ARCHS4 Coexpression,803;Enrichr Queries,841;ReMap ChIP-seq,271;GTEx Coexpression,141	LLGL1
adipose - post-fed reversed, down	401	ZNF253	514.3	ARCHS4 Coexpression,280;Enrichr Queries,256;GTEx Coexpression,1007	NEURL4
adipose - post-fed reversed, down	402	RUNX1	514.8	Literature ChIP-seq,41;ARCHS4 Coexpression,748;Enrichr Queries,911;ReMap ChIP-seq,100;GTEx Coexpression,774	CCDC88B,NEURL4,CDC42BPG,SECISBP2,EML3,NFATC4,MLLT6
adipose - post-fed reversed, down	403	MYBL1	515.8	Literature ChIP-seq,155;ARCHS4 Coexpression,279;Enrichr Queries,990;GTEx Coexpression,639	AHCTF1
adipose - post-fed reversed, down	404	ZNF687	516.7	ARCHS4 Coexpression,83;Enrichr Queries,122;GTEx Coexpression,1345	CCDC88B,AHCTF1,NEURL4,EML3
adipose - post-fed reversed, down	405	NFATC2	517.3	ARCHS4 Coexpression,64;Enrichr Queries,1057;GTEx Coexpression,431	CCDC88B,EML3,MLLT6
adipose - post-fed reversed, down	406	FOXP4	517.7	ARCHS4 Coexpression,63;Enrichr Queries,62;GTEx Coexpression,1428	CDC42BPG,LLGL1,MLLT6
adipose - post-fed reversed, down	407	TFDP1	519.8	ARCHS4 Coexpression,690;Enrichr Queries,348;ReMap ChIP-seq,112;GTEx Coexpression,929	CDC42BPG,WDR90,EML3
adipose - post-fed reversed, down	408	ZNF789	520.0	ARCHS4 Coexpression,1378;Enrichr Queries,48;GTEx Coexpression,134	SECISBP2,WDR90
adipose - post-fed reversed, down	409	MBD3	520.3	ARCHS4 Coexpression,115;Enrichr Queries,510;ReMap ChIP-seq,108;GTEx Coexpression,1348	CCDC88B,NEURL4,WDR90,NDUFA4L2,LLGL1
adipose - post-fed reversed, down	410	ASCL5	520.5	ARCHS4 Coexpression,584;GTEx Coexpression,457	NEURL4
adipose - post-fed reversed, down	411	IRF5	520.7	ARCHS4 Coexpression,546;Enrichr Queries,114;GTEx Coexpression,902	CCDC88B
adipose - post-fed reversed, down	412	ZSCAN21	520.7	ARCHS4 Coexpression,347;Enrichr Queries,740;GTEx Coexpression,475	MLLT6
adipose - post-fed reversed, down	413	ZNF865	521.0	ARCHS4 Coexpression,45;GTEx Coexpression,997	NEURL4,EML3,MLLT6
adipose - post-fed reversed, down	414	NR0B1	521.5	Literature ChIP-seq,13;ARCHS4 Coexpression,720;Enrichr Queries,1285;GTEx Coexpression,68	SECISBP2,PIGV,NFATC4,MLLT6
adipose - post-fed reversed, down	415	HOXD9	525.3	ARCHS4 Coexpression,161;Enrichr Queries,1275;GTEx Coexpression,140	NEURL4,NFATC4
adipose - post-fed reversed, down	416	ZXDC	525.3	ARCHS4 Coexpression,19;Enrichr Queries,307;GTEx Coexpression,1250	CCDC88B,NEURL4,EML3,MLLT6
adipose - post-fed reversed, down	417	ARNT	526.2	Literature ChIP-seq,129;ARCHS4 Coexpression,642;Enrichr Queries,1062;ReMap ChIP-seq,129;GTEx Coexpression,669	CDC42BPG,NDUFA4L2,EML3
adipose - post-fed reversed, down	418	NR3C1	528.0	Literature ChIP-seq,126;ARCHS4 Coexpression,709;ENCODE ChIP-seq,104;Enrichr Queries,902;ReMap ChIP-seq,246;GTEx Coexpression,1081	WDR90
adipose - post-fed reversed, down	419	ATF3	529.5	Literature ChIP-seq,60;ARCHS4 Coexpression,1142;ENCODE ChIP-seq,9;Enrichr Queries,814;ReMap ChIP-seq,50;GTEx Coexpression,1102	CCDC88B,NEURL4,SECISBP2,WDR90,HPS1,NDUFA4L2,PIGV,EML3
adipose - post-fed reversed, down	420	E2F2	530.3	ARCHS4 Coexpression,913;Enrichr Queries,373;GTEx Coexpression,305	HPS1
adipose - post-fed reversed, down	421	BCL11A	530.6	ARCHS4 Coexpression,1328;ENCODE ChIP-seq,57;Enrichr Queries,525;ReMap ChIP-seq,80;GTEx Coexpression,663	NEURL4,CDC42BPG,WDR90,PIGV,MLLT6,NFATC4
adipose - post-fed reversed, down	422	ZBED5	531.5	ARCHS4 Coexpression,714;GTEx Coexpression,349	NFATC4
adipose - post-fed reversed, down	423	ANHX	531.5	ARCHS4 Coexpression,647;GTEx Coexpression,416	
adipose - post-fed reversed, down	424	ZBTB48	532.0	ARCHS4 Coexpression,206;Enrichr Queries,220;GTEx Coexpression,1170	CCDC88B,EML3
adipose - post-fed reversed, down	425	THAP10	533.0	ARCHS4 Coexpression,84;Enrichr Queries,1047;GTEx Coexpression,468	CCDC88B,EML3,MLLT6
adipose - post-fed reversed, down	426	ARID3A	533.2	ARCHS4 Coexpression,836;ENCODE ChIP-seq,98;Enrichr Queries,755;ReMap ChIP-seq,138;GTEx Coexpression,839	CDC42BPG,KIAA0753,PIGV,MLLT6
adipose - post-fed reversed, down	427	SATB1	533.3	ARCHS4 Coexpression,471;Enrichr Queries,372;ReMap ChIP-seq,288;GTEx Coexpression,1002	MLLT6
adipose - post-fed reversed, down	428	HOXD4	533.3	ARCHS4 Coexpression,365;Enrichr Queries,1102;GTEx Coexpression,133	NFATC4
adipose - post-fed reversed, down	429	HINFP	534.7	ARCHS4 Coexpression,1409;ReMap ChIP-seq,156;GTEx Coexpression,39	CCDC88B,NEURL4,HPS1
adipose - post-fed reversed, down	430	DDIT3	535.0	ARCHS4 Coexpression,386;Enrichr Queries,765;GTEx Coexpression,454	NEURL4
adipose - post-fed reversed, down	431	ZNF213	536.3	ARCHS4 Coexpression,634;Enrichr Queries,304;GTEx Coexpression,671	
adipose - post-fed reversed, down	432	ZNF114	537.3	ARCHS4 Coexpression,394;Enrichr Queries,672;GTEx Coexpression,546	NEURL4
adipose - post-fed reversed, down	433	HMGN3	537.5	ARCHS4 Coexpression,580;ENCODE ChIP-seq,72;ReMap ChIP-seq,115;GTEx Coexpression,1383	CCDC88B,NEURL4,ATP8B3,WDR90,PIGV,EML3
adipose - post-fed reversed, down	434	ZNF691	538.0	ARCHS4 Coexpression,933;Enrichr Queries,88;GTEx Coexpression,593	PIGV
adipose - post-fed reversed, down	435	SP100	538.7	ARCHS4 Coexpression,354;Enrichr Queries,767;GTEx Coexpression,495	CCDC88B
adipose - post-fed reversed, down	436	ATF1	539.6	ARCHS4 Coexpression,1404;ENCODE ChIP-seq,99;Enrichr Queries,195;ReMap ChIP-seq,122;GTEx Coexpression,878	CCDC88B,SECISBP2,NDUFA4L2,EML3
adipose - post-fed reversed, down	437	ZFX	539.6	Literature ChIP-seq,73;ARCHS4 Coexpression,1607;Enrichr Queries,127;ReMap ChIP-seq,170;GTEx Coexpression,721	NEURL4,AHCTF1,WDR90,REXO4,LLGL1
adipose - post-fed reversed, down	438	ZNF736	540.0	ARCHS4 Coexpression,1058;GTEx Coexpression,22	SECISBP2,WDR90
adipose - post-fed reversed, down	439	GPBP1L1	540.0	ARCHS4 Coexpression,223;GTEx Coexpression,857	AHCTF1,MLLT6
adipose - post-fed reversed, down	440	SP8	540.3	ARCHS4 Coexpression,227;Enrichr Queries,1140;GTEx Coexpression,254	CDC42BPG,LLGL1,NFATC4
adipose - post-fed reversed, down	441	GLIS2	540.7	ARCHS4 Coexpression,110;Enrichr Queries,473;GTEx Coexpression,1039	LLGL1,NFATC4
adipose - post-fed reversed, down	442	DLX4	541.3	Literature ChIP-seq,164;ARCHS4 Coexpression,442;Enrichr Queries,1259;GTEx Coexpression,300	CDC42BPG
adipose - post-fed reversed, down	443	ZNF552	541.3	ARCHS4 Coexpression,238;Enrichr Queries,386;GTEx Coexpression,1000	LLGL1
adipose - post-fed reversed, down	444	ZNF852	541.5	ARCHS4 Coexpression,235;GTEx Coexpression,848	LLGL1
adipose - post-fed reversed, down	445	GLI3	541.7	ARCHS4 Coexpression,197;Enrichr Queries,1250;GTEx Coexpression,178	LLGL1,NFATC4
adipose - post-fed reversed, down	446	MEF2B	542.5	ARCHS4 Coexpression,425;Enrichr Queries,535;ReMap ChIP-seq,248;GTEx Coexpression,962	CCDC88B,SECISBP2
adipose - post-fed reversed, down	447	ZNF44	543.0	ARCHS4 Coexpression,1163;Enrichr Queries,285;GTEx Coexpression,181	SECISBP2
adipose - post-fed reversed, down	448	FOXA1	544.0	Literature ChIP-seq,120;ARCHS4 Coexpression,549;ENCODE ChIP-seq,80;Enrichr Queries,928;ReMap ChIP-seq,263;GTEx Coexpression,1324	CDC42BPG,NFATC4
adipose - post-fed reversed, down	449	ATF7	544.5	ARCHS4 Coexpression,392;Enrichr Queries,410;ReMap ChIP-seq,119;GTEx Coexpression,1257	CCDC88B,CDC42BPG,MLLT6
adipose - post-fed reversed, down	450	ZNF154	545.0	ARCHS4 Coexpression,1307;Enrichr Queries,302;GTEx Coexpression,26	NEURL4,KIAA0753
adipose - post-fed reversed, down	451	ZFP90	545.3	ARCHS4 Coexpression,1159;Enrichr Queries,267;GTEx Coexpression,210	LLGL1
adipose - post-fed reversed, down	452	ZNF462	546.3	ARCHS4 Coexpression,329;Enrichr Queries,669;GTEx Coexpression,641	EML3
adipose - post-fed reversed, down	453	ZNF518A	546.7	ARCHS4 Coexpression,1586;Enrichr Queries,40;GTEx Coexpression,14	AHCTF1,SECISBP2,WDR90
adipose - post-fed reversed, down	454	NR5A2	546.8	ARCHS4 Coexpression,410;Enrichr Queries,846;ReMap ChIP-seq,280;GTEx Coexpression,651	NEURL4
adipose - post-fed reversed, down	455	ZNF577	547.0	ARCHS4 Coexpression,1151;Enrichr Queries,485;GTEx Coexpression,5	SECISBP2,WDR90,NFATC4
adipose - post-fed reversed, down	456	NFATC3	549.0	ARCHS4 Coexpression,321;Enrichr Queries,274;GTEx Coexpression,1052	MLLT6
adipose - post-fed reversed, down	457	NR2F1	550.8	ARCHS4 Coexpression,131;Enrichr Queries,936;ReMap ChIP-seq,76;GTEx Coexpression,1060	CCDC88B,ATP8B3,CDC42BPG,WDR90,LLGL1,NFATC4
adipose - post-fed reversed, down	458	MXD3	552.0	ARCHS4 Coexpression,581;Enrichr Queries,271;GTEx Coexpression,804	CCDC88B
adipose - post-fed reversed, down	459	ZNF701	552.0	ARCHS4 Coexpression,243;Enrichr Queries,313;GTEx Coexpression,1100	LLGL1
adipose - post-fed reversed, down	460	BHLHE41	552.0	ARCHS4 Coexpression,941;GTEx Coexpression,163	LLGL1
adipose - post-fed reversed, down	461	MTERF4	552.5	ARCHS4 Coexpression,974;GTEx Coexpression,131	NEURL4
adipose - post-fed reversed, down	462	TERF1	552.5	ARCHS4 Coexpression,737;Enrichr Queries,36;ReMap ChIP-seq,118;GTEx Coexpression,1319	CCDC88B,NEURL4,AHCTF1,CDC42BPG
adipose - post-fed reversed, down	463	NCOA3	554.0	ARCHS4 Coexpression,376;Enrichr Queries,1189;ReMap ChIP-seq,259;GTEx Coexpression,392	CDC42BPG
adipose - post-fed reversed, down	464	BACH2	556.0	ARCHS4 Coexpression,467;Enrichr Queries,923;ReMap ChIP-seq,164;GTEx Coexpression,670	CCDC88B,CDC42BPG,MLLT6
adipose - post-fed reversed, down	465	HLX	556.7	ARCHS4 Coexpression,564;Enrichr Queries,544;GTEx Coexpression,562	CCDC88B
adipose - post-fed reversed, down	466	RFX3	558.3	ARCHS4 Coexpression,890;Enrichr Queries,351;GTEx Coexpression,434	
adipose - post-fed reversed, down	467	BRF2	558.7	ARCHS4 Coexpression,961;ReMap ChIP-seq,285;GTEx Coexpression,430	
adipose - post-fed reversed, down	468	ZNF780B	559.0	ARCHS4 Coexpression,1144;Enrichr Queries,430;GTEx Coexpression,103	NEURL4
adipose - post-fed reversed, down	469	ZBTB26	559.7	ARCHS4 Coexpression,1306;Enrichr Queries,354;GTEx Coexpression,19	KIAA0753,NFATC4
adipose - post-fed reversed, down	470	IRF7	560.3	ARCHS4 Coexpression,454;Enrichr Queries,255;GTEx Coexpression,972	CCDC88B
adipose - post-fed reversed, down	471	ISX	561.0	ARCHS4 Coexpression,1047;Enrichr Queries,203;GTEx Coexpression,433	
adipose - post-fed reversed, down	472	HOXC9	562.0	Literature ChIP-seq,88;ARCHS4 Coexpression,445;Enrichr Queries,878;GTEx Coexpression,837	WDR90,KIAA0753,REXO4
adipose - post-fed reversed, down	473	ZNF568	563.0	ARCHS4 Coexpression,677;Enrichr Queries,523;GTEx Coexpression,489	
adipose - post-fed reversed, down	474	ATF4	563.5	ARCHS4 Coexpression,435;Enrichr Queries,507;ReMap ChIP-seq,158;GTEx Coexpression,1154	NEURL4,SECISBP2,NDUFA4L2
